JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]

Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True

Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2/synthetic_graph_10task_condition4_awb_full_run2


############################################################
# Run ID: 2
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Total graphs: 1000
Train/Test split: 80%/20%
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05

============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)

  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:32:18, 113.13s/it]
  0%|          | 1/400 [01:56<12:32:18, 113.13s/it, CE=1.999799e+00 H=1.999568e+00 dV_dx=0.000000e+00 dV_dθ=-2.308827e-04 ||∇||=3.207113e+01 | Tr=0.2163]
  0%|          | 2/400 [01:56<5:23:56, 48.84s/it, CE=1.999799e+00 H=1.999568e+00 dV_dx=0.000000e+00 dV_dθ=-2.308827e-04 ||∇||=3.207113e+01 | Tr=0.2163]  
  0%|          | 2/400 [02:00<5:23:56, 48.84s/it, CE=1.809219e+00 H=1.809060e+00 dV_dx=0.000000e+00 dV_dθ=-1.586278e-04 ||∇||=2.197038e+01 | Tr=0.2115]
  1%|          | 3/400 [02:00<3:05:48, 28.08s/it, CE=1.809219e+00 H=1.809060e+00 dV_dx=0.000000e+00 dV_dθ=-1.586278e-04 ||∇||=2.197038e+01 | Tr=0.2115]
  1%|          | 3/400 [02:04<3:05:48, 28.08s/it, CE=1.721006e+00 H=1.720874e+00 dV_dx=0.000000e+00 dV_dθ=-1.314924e-04 ||∇||=1.818866e+01 | Tr=0.1875]
  1%|          | 4/400 [02:04<2:02:43, 18.59s/it, CE=1.721006e+00 H=1.720874e+00 dV_dx=0.000000e+00 dV_dθ=-1.314924e-04 ||∇||=1.818866e+01 | Tr=0.1875]
  1%|          | 4/400 [02:08<2:02:43, 18.59s/it, CE=1.696048e+00 H=1.695927e+00 dV_dx=0.000000e+00 dV_dθ=-1.209788e-04 ||∇||=1.667905e+01 | Tr=0.1923]
  1%|▏         | 5/400 [02:08<1:27:52, 13.35s/it, CE=1.696048e+00 H=1.695927e+00 dV_dx=0.000000e+00 dV_dθ=-1.209788e-04 ||∇||=1.667905e+01 | Tr=0.1923]
  1%|▏         | 5/400 [02:11<1:27:52, 13.35s/it, CE=1.693462e+00 H=1.693344e+00 dV_dx=0.000000e+00 dV_dθ=-1.183164e-04 ||∇||=1.624111e+01 | Tr=0.2151]
  2%|▏         | 6/400 [02:11<1:04:38,  9.85s/it, CE=1.693462e+00 H=1.693344e+00 dV_dx=0.000000e+00 dV_dθ=-1.183164e-04 ||∇||=1.624111e+01 | Tr=0.2151]
  2%|▏         | 6/400 [02:15<1:04:38,  9.85s/it, CE=1.696803e+00 H=1.696678e+00 dV_dx=0.000000e+00 dV_dθ=-1.247054e-04 ||∇||=1.709353e+01 | Tr=0.2091]
  2%|▏         | 7/400 [02:15<51:10,  7.81s/it, CE=1.696803e+00 H=1.696678e+00 dV_dx=0.000000e+00 dV_dθ=-1.247054e-04 ||∇||=1.709353e+01 | Tr=0.2091]  
  2%|▏         | 7/400 [02:18<51:10,  7.81s/it, CE=1.712454e+00 H=1.712325e+00 dV_dx=0.000000e+00 dV_dθ=-1.284672e-04 ||∇||=1.758850e+01 | Tr=0.2188]
  2%|▏         | 8/400 [02:18<41:37,  6.37s/it, CE=1.712454e+00 H=1.712325e+00 dV_dx=0.000000e+00 dV_dθ=-1.284672e-04 ||∇||=1.758850e+01 | Tr=0.2188]
  2%|▏         | 8/400 [02:21<41:37,  6.37s/it, CE=1.711609e+00 H=1.711483e+00 dV_dx=0.000000e+00 dV_dθ=-1.251435e-04 ||∇||=1.718423e+01 | Tr=0.2019]
  2%|▏         | 9/400 [02:21<34:22,  5.28s/it, CE=1.711609e+00 H=1.711483e+00 dV_dx=0.000000e+00 dV_dθ=-1.251435e-04 ||∇||=1.718423e+01 | Tr=0.2019]
  2%|▏         | 9/400 [02:24<34:22,  5.28s/it, CE=1.695536e+00 H=1.695417e+00 dV_dx=0.000000e+00 dV_dθ=-1.195209e-04 ||∇||=1.642236e+01 | Tr=0.2115]
  2%|▎         | 10/400 [02:24<30:38,  4.72s/it, CE=1.695536e+00 H=1.695417e+00 dV_dx=0.000000e+00 dV_dθ=-1.195209e-04 ||∇||=1.642236e+01 | Tr=0.2115]
  2%|▎         | 10/400 [02:28<30:38,  4.72s/it, CE=1.688432e+00 H=1.688316e+00 dV_dx=0.000000e+00 dV_dθ=-1.168457e-04 ||∇||=1.620650e+01 | Tr=0.2055]
  3%|▎         | 11/400 [02:28<28:00,  4.32s/it, CE=1.688432e+00 H=1.688316e+00 dV_dx=0.000000e+00 dV_dθ=-1.168457e-04 ||∇||=1.620650e+01 | Tr=0.2055]
  3%|▎         | 11/400 [02:32<28:00,  4.32s/it, CE=1.683710e+00 H=1.683596e+00 dV_dx=0.000000e+00 dV_dθ=-1.137491e-04 ||∇||=1.579333e+01 | Tr=0.2356]
  3%|▎         | 12/400 [02:32<27:05,  4.19s/it, CE=1.683710e+00 H=1.683596e+00 dV_dx=0.000000e+00 dV_dθ=-1.137491e-04 ||∇||=1.579333e+01 | Tr=0.2356]
  3%|▎         | 12/400 [02:36<27:05,  4.19s/it, CE=1.675285e+00 H=1.675173e+00 dV_dx=0.000000e+00 dV_dθ=-1.115879e-04 ||∇||=1.548728e+01 | Tr=0.2416]
  3%|▎         | 13/400 [02:36<27:32,  4.27s/it, CE=1.675285e+00 H=1.675173e+00 dV_dx=0.000000e+00 dV_dθ=-1.115879e-04 ||∇||=1.548728e+01 | Tr=0.2416]
  3%|▎         | 13/400 [02:41<27:32,  4.27s/it, CE=1.653849e+00 H=1.653746e+00 dV_dx=0.000000e+00 dV_dθ=-1.036581e-04 ||∇||=1.442206e+01 | Tr=0.2536]
  4%|▎         | 14/400 [02:41<28:59,  4.51s/it, CE=1.653849e+00 H=1.653746e+00 dV_dx=0.000000e+00 dV_dθ=-1.036581e-04 ||∇||=1.442206e+01 | Tr=0.2536]
  4%|▎         | 14/400 [02:45<28:59,  4.51s/it, CE=1.661004e+00 H=1.660899e+00 dV_dx=0.000000e+00 dV_dθ=-1.044266e-04 ||∇||=1.447547e+01 | Tr=0.2596]
  4%|▍         | 15/400 [02:45<27:47,  4.33s/it, CE=1.661004e+00 H=1.660899e+00 dV_dx=0.000000e+00 dV_dθ=-1.044266e-04 ||∇||=1.447547e+01 | Tr=0.2596]
  4%|▍         | 15/400 [02:48<27:47,  4.33s/it, CE=1.667744e+00 H=1.667636e+00 dV_dx=0.000000e+00 dV_dθ=-1.072701e-04 ||∇||=1.497063e+01 | Tr=0.2476]
  4%|▍         | 16/400 [02:48<26:09,  4.09s/it, CE=1.667744e+00 H=1.667636e+00 dV_dx=0.000000e+00 dV_dθ=-1.072701e-04 ||∇||=1.497063e+01 | Tr=0.2476]
  4%|▍         | 16/400 [02:51<26:09,  4.09s/it, CE=1.672487e+00 H=1.672378e+00 dV_dx=0.000000e+00 dV_dθ=-1.098428e-04 ||∇||=1.527695e+01 | Tr=0.2416]
  4%|▍         | 17/400 [02:51<23:39,  3.71s/it, CE=1.672487e+00 H=1.672378e+00 dV_dx=0.000000e+00 dV_dθ=-1.098428e-04 ||∇||=1.527695e+01 | Tr=0.2416]
  4%|▍         | 17/400 [02:55<23:39,  3.71s/it, CE=1.663984e+00 H=1.663878e+00 dV_dx=0.000000e+00 dV_dθ=-1.053954e-04 ||∇||=1.457163e+01 | Tr=0.2296]
  4%|▍         | 18/400 [02:55<23:15,  3.65s/it, CE=1.663984e+00 H=1.663878e+00 dV_dx=0.000000e+00 dV_dθ=-1.053954e-04 ||∇||=1.457163e+01 | Tr=0.2296]
  4%|▍         | 18/400 [02:58<23:15,  3.65s/it, CE=1.645507e+00 H=1.645408e+00 dV_dx=0.000000e+00 dV_dθ=-9.896295e-05 ||∇||=1.369390e+01 | Tr=0.2320]
 10%|▉         | 39/400 [04:21<22:46,  3.79s/it, CE=1.418477e+00 H=1.418389e+00 dV_dx=0.000000e+00 dV_dθ=-8.848709e-05 ||∇||=1.353193e+01 | Tr=0.3630]
 10%|█         | 40/400 [04:21<22:27,  3.74s/it, CE=1.418477e+00 H=1.418389e+00 dV_dx=0.000000e+00 dV_dθ=-8.848709e-05 ||∇||=1.353193e+01 | Tr=0.3630]
 10%|█         | 40/400 [04:24<22:27,  3.74s/it, CE=1.418897e+00 H=1.418801e+00 dV_dx=0.000000e+00 dV_dθ=-9.553859e-05 ||∇||=1.497486e+01 | Tr=0.3714]
 10%|█         | 41/400 [04:24<21:33,  3.60s/it, CE=1.418897e+00 H=1.418801e+00 dV_dx=0.000000e+00 dV_dθ=-9.553859e-05 ||∇||=1.497486e+01 | Tr=0.3714]
 10%|█         | 41/400 [04:27<21:33,  3.60s/it, CE=1.421895e+00 H=1.421796e+00 dV_dx=0.000000e+00 dV_dθ=-9.931586e-05 ||∇||=1.573026e+01 | Tr=0.3654]
 10%|█         | 42/400 [04:27<20:39,  3.46s/it, CE=1.421895e+00 H=1.421796e+00 dV_dx=0.000000e+00 dV_dθ=-9.931586e-05 ||∇||=1.573026e+01 | Tr=0.3654]
 10%|█         | 42/400 [04:31<20:39,  3.46s/it, CE=1.407942e+00 H=1.407846e+00 dV_dx=0.000000e+00 dV_dθ=-9.588419e-05 ||∇||=1.516616e+01 | Tr=0.3786]
 11%|█         | 43/400 [04:31<21:33,  3.62s/it, CE=1.407942e+00 H=1.407846e+00 dV_dx=0.000000e+00 dV_dθ=-9.588419e-05 ||∇||=1.516616e+01 | Tr=0.3786]
 11%|█         | 43/400 [04:36<21:33,  3.62s/it, CE=1.410844e+00 H=1.410740e+00 dV_dx=0.000000e+00 dV_dθ=-1.038618e-04 ||∇||=1.669127e+01 | Tr=0.3654]
 11%|█         | 44/400 [04:36<22:51,  3.85s/it, CE=1.410844e+00 H=1.410740e+00 dV_dx=0.000000e+00 dV_dθ=-1.038618e-04 ||∇||=1.669127e+01 | Tr=0.3654]
 11%|█         | 44/400 [04:38<22:51,  3.85s/it, CE=1.400395e+00 H=1.400294e+00 dV_dx=0.000000e+00 dV_dθ=-1.017351e-04 ||∇||=1.648167e+01 | Tr=0.3750]
 11%|█▏        | 45/400 [04:38<20:44,  3.51s/it, CE=1.400395e+00 H=1.400294e+00 dV_dx=0.000000e+00 dV_dθ=-1.017351e-04 ||∇||=1.648167e+01 | Tr=0.3750]
 11%|█▏        | 45/400 [04:42<20:44,  3.51s/it, CE=1.387838e+00 H=1.387739e+00 dV_dx=0.000000e+00 dV_dθ=-9.859697e-05 ||∇||=1.595532e+01 | Tr=0.3798]
 12%|█▏        | 46/400 [04:42<21:31,  3.65s/it, CE=1.387838e+00 H=1.387739e+00 dV_dx=0.000000e+00 dV_dθ=-9.859697e-05 ||∇||=1.595532e+01 | Tr=0.3798]
 12%|█▏        | 46/400 [04:46<21:31,  3.65s/it, CE=1.390221e+00 H=1.390116e+00 dV_dx=0.000000e+00 dV_dθ=-1.047411e-04 ||∇||=1.727050e+01 | Tr=0.3858]
 12%|█▏        | 47/400 [04:46<21:26,  3.64s/it, CE=1.390221e+00 H=1.390116e+00 dV_dx=0.000000e+00 dV_dθ=-1.047411e-04 ||∇||=1.727050e+01 | Tr=0.3858]
 12%|█▏        | 47/400 [04:50<21:26,  3.64s/it, CE=1.387559e+00 H=1.387453e+00 dV_dx=0.000000e+00 dV_dθ=-1.059852e-04 ||∇||=1.756853e+01 | Tr=0.3750]
 12%|█▏        | 48/400 [04:50<21:32,  3.67s/it, CE=1.387559e+00 H=1.387453e+00 dV_dx=0.000000e+00 dV_dθ=-1.059852e-04 ||∇||=1.756853e+01 | Tr=0.3750]
 12%|█▏        | 48/400 [04:53<21:32,  3.67s/it, CE=1.374872e+00 H=1.374769e+00 dV_dx=0.000000e+00 dV_dθ=-1.035389e-04 ||∇||=1.732054e+01 | Tr=0.3942]
 12%|█▏        | 49/400 [04:53<21:54,  3.74s/it, CE=1.374872e+00 H=1.374769e+00 dV_dx=0.000000e+00 dV_dθ=-1.035389e-04 ||∇||=1.732054e+01 | Tr=0.3942]
 12%|█▏        | 49/400 [04:56<21:54,  3.74s/it, CE=1.376213e+00 H=1.376105e+00 dV_dx=0.000000e+00 dV_dθ=-1.084150e-04 ||∇||=1.834434e+01 | Tr=0.3918]
 12%|█▎        | 50/400 [04:56<20:18,  3.48s/it, CE=1.376213e+00 H=1.376105e+00 dV_dx=0.000000e+00 dV_dθ=-1.084150e-04 ||∇||=1.834434e+01 | Tr=0.3918]
 12%|█▎        | 50/400 [05:00<20:18,  3.48s/it, CE=1.372003e+00 H=1.371894e+00 dV_dx=0.000000e+00 dV_dθ=-1.089694e-04 ||∇||=1.856616e+01 | Tr=0.3894 Te/Cur=0.3711 Te/Exp=0.3750]
 13%|█▎        | 51/400 [05:00<21:10,  3.64s/it, CE=1.372003e+00 H=1.371894e+00 dV_dx=0.000000e+00 dV_dθ=-1.089694e-04 ||∇||=1.856616e+01 | Tr=0.3894 Te/Cur=0.3711 Te/Exp=0.3750]
 13%|█▎        | 51/400 [05:04<21:10,  3.64s/it, CE=1.362858e+00 H=1.362751e+00 dV_dx=0.000000e+00 dV_dθ=-1.071058e-04 ||∇||=1.836229e+01 | Tr=0.3954]                            
 13%|█▎        | 52/400 [05:04<21:45,  3.75s/it, CE=1.362858e+00 H=1.362751e+00 dV_dx=0.000000e+00 dV_dθ=-1.071058e-04 ||∇||=1.836229e+01 | Tr=0.3954]
 13%|█▎        | 52/400 [05:08<21:45,  3.75s/it, CE=1.359937e+00 H=1.359828e+00 dV_dx=0.000000e+00 dV_dθ=-1.096591e-04 ||∇||=1.901063e+01 | Tr=0.4002]
 13%|█▎        | 53/400 [05:08<21:37,  3.74s/it, CE=1.359937e+00 H=1.359828e+00 dV_dx=0.000000e+00 dV_dθ=-1.096591e-04 ||∇||=1.901063e+01 | Tr=0.4002]
 13%|█▎        | 53/400 [05:12<21:37,  3.74s/it, CE=1.360796e+00 H=1.360682e+00 dV_dx=0.000000e+00 dV_dθ=-1.136841e-04 ||∇||=1.982748e+01 | Tr=0.4038]
 14%|█▎        | 54/400 [05:12<21:08,  3.67s/it, CE=1.360796e+00 H=1.360682e+00 dV_dx=0.000000e+00 dV_dθ=-1.136841e-04 ||∇||=1.982748e+01 | Tr=0.4038]
 14%|█▎        | 54/400 [05:15<21:08,  3.67s/it, CE=1.352593e+00 H=1.352481e+00 dV_dx=0.000000e+00 dV_dθ=-1.110776e-04 ||∇||=1.943589e+01 | Tr=0.3966]
 14%|█▍        | 55/400 [05:15<21:17,  3.70s/it, CE=1.352593e+00 H=1.352481e+00 dV_dx=0.000000e+00 dV_dθ=-1.110776e-04 ||∇||=1.943589e+01 | Tr=0.3966]
 14%|█▍        | 55/400 [05:18<21:17,  3.70s/it, CE=1.344924e+00 H=1.344813e+00 dV_dx=0.000000e+00 dV_dθ=-1.114914e-04 ||∇||=1.970642e+01 | Tr=0.4050]
 14%|█▍        | 56/400 [05:18<19:47,  3.45s/it, CE=1.344924e+00 H=1.344813e+00 dV_dx=0.000000e+00 dV_dθ=-1.114914e-04 ||∇||=1.970642e+01 | Tr=0.4050]
 14%|█▍        | 56/400 [05:22<19:47,  3.45s/it, CE=1.348096e+00 H=1.347980e+00 dV_dx=0.000000e+00 dV_dθ=-1.162791e-04 ||∇||=2.070439e+01 | Tr=0.4014]
 14%|█▍        | 57/400 [05:22<19:29,  3.41s/it, CE=1.348096e+00 H=1.347980e+00 dV_dx=0.000000e+00 dV_dθ=-1.162791e-04 ||∇||=2.070439e+01 | Tr=0.4014]
 14%|█▍        | 57/400 [05:25<19:29,  3.41s/it, CE=1.339374e+00 H=1.339260e+00 dV_dx=0.000000e+00 dV_dθ=-1.142983e-04 ||∇||=2.043031e+01 | Tr=0.4062]
 14%|█▍        | 58/400 [05:25<19:17,  3.38s/it, CE=1.339374e+00 H=1.339260e+00 dV_dx=0.000000e+00 dV_dθ=-1.142983e-04 ||∇||=2.043031e+01 | Tr=0.4062]
 14%|█▍        | 58/400 [05:28<19:17,  3.38s/it, CE=1.340327e+00 H=1.340206e+00 dV_dx=0.000000e+00 dV_dθ=-1.204346e-04 ||∇||=2.177862e+01 | Tr=0.4099]
 15%|█▍        | 59/400 [05:28<19:07,  3.37s/it, CE=1.340327e+00 H=1.340206e+00 dV_dx=0.000000e+00 dV_dθ=-1.204346e-04 ||∇||=2.177862e+01 | Tr=0.4099]
 15%|█▍        | 59/400 [05:32<19:07,  3.37s/it, CE=1.334364e+00 H=1.334249e+00 dV_dx=0.000000e+00 dV_dθ=-1.147884e-04 ||∇||=2.070088e+01 | Tr=0.4171]
 15%|█▌        | 60/400 [05:32<19:37,  3.46s/it, CE=1.334364e+00 H=1.334249e+00 dV_dx=0.000000e+00 dV_dθ=-1.147884e-04 ||∇||=2.070088e+01 | Tr=0.4171]
 15%|█▌        | 60/400 [05:35<19:37,  3.46s/it, CE=1.320263e+00 H=1.320150e+00 dV_dx=0.000000e+00 dV_dθ=-1.127350e-04 ||∇||=2.049306e+01 | Tr=0.4111]
 15%|█▌        | 61/400 [05:35<19:23,  3.43s/it, CE=1.320263e+00 H=1.320150e+00 dV_dx=0.000000e+00 dV_dθ=-1.127350e-04 ||∇||=2.049306e+01 | Tr=0.4111]
 15%|█▌        | 61/400 [05:38<19:23,  3.43s/it, CE=1.333092e+00 H=1.332964e+00 dV_dx=0.000000e+00 dV_dθ=-1.284912e-04 ||∇||=2.374921e+01 | Tr=0.4159]
 16%|█▌        | 62/400 [05:38<18:34,  3.30s/it, CE=1.333092e+00 H=1.332964e+00 dV_dx=0.000000e+00 dV_dθ=-1.284912e-04 ||∇||=2.374921e+01 | Tr=0.4159]
 16%|█▌        | 62/400 [05:42<18:34,  3.30s/it, CE=1.326712e+00 H=1.326593e+00 dV_dx=0.000000e+00 dV_dθ=-1.189274e-04 ||∇||=2.184851e+01 | Tr=0.4159]
 16%|█▌        | 63/400 [05:42<18:53,  3.36s/it, CE=1.326712e+00 H=1.326593e+00 dV_dx=0.000000e+00 dV_dθ=-1.189274e-04 ||∇||=2.184851e+01 | Tr=0.4159]
 16%|█▌        | 63/400 [05:45<18:53,  3.36s/it, CE=1.309009e+00 H=1.308893e+00 dV_dx=0.000000e+00 dV_dθ=-1.157073e-04 ||∇||=2.144753e+01 | Tr=0.4183]
 16%|█▌        | 64/400 [05:45<18:47,  3.36s/it, CE=1.309009e+00 H=1.308893e+00 dV_dx=0.000000e+00 dV_dθ=-1.157073e-04 ||∇||=2.144753e+01 | Tr=0.4183]
 16%|█▌        | 64/400 [05:48<18:47,  3.36s/it, CE=1.325773e+00 H=1.325640e+00 dV_dx=0.000000e+00 dV_dθ=-1.328267e-04 ||∇||=2.492175e+01 | Tr=0.4183]
 16%|█▋        | 65/400 [05:48<17:43,  3.17s/it, CE=1.325773e+00 H=1.325640e+00 dV_dx=0.000000e+00 dV_dθ=-1.328267e-04 ||∇||=2.492175e+01 | Tr=0.4183]
 16%|█▋        | 65/400 [05:51<17:43,  3.17s/it, CE=1.315224e+00 H=1.315105e+00 dV_dx=0.000000e+00 dV_dθ=-1.197633e-04 ||∇||=2.234538e+01 | Tr=0.4207]
 16%|█▋        | 66/400 [05:51<18:13,  3.28s/it, CE=1.315224e+00 H=1.315105e+00 dV_dx=0.000000e+00 dV_dθ=-1.197633e-04 ||∇||=2.234538e+01 | Tr=0.4207]
 16%|█▋        | 66/400 [05:55<18:13,  3.28s/it, CE=1.295863e+00 H=1.295748e+00 dV_dx=0.000000e+00 dV_dθ=-1.157135e-04 ||∇||=2.174878e+01 | Tr=0.4255]
 17%|█▋        | 67/400 [05:55<17:58,  3.24s/it, CE=1.295863e+00 H=1.295748e+00 dV_dx=0.000000e+00 dV_dθ=-1.157135e-04 ||∇||=2.174878e+01 | Tr=0.4255]
 17%|█▋        | 67/400 [05:58<17:58,  3.24s/it, CE=1.316094e+00 H=1.315957e+00 dV_dx=0.000000e+00 dV_dθ=-1.368212e-04 ||∇||=2.607879e+01 | Tr=0.4171]
 17%|█▋        | 68/400 [05:58<17:35,  3.18s/it, CE=1.316094e+00 H=1.315957e+00 dV_dx=0.000000e+00 dV_dθ=-1.368212e-04 ||∇||=2.607879e+01 | Tr=0.4171]
 17%|█▋        | 68/400 [06:01<17:35,  3.18s/it, CE=1.308753e+00 H=1.308626e+00 dV_dx=0.000000e+00 dV_dθ=-1.263268e-04 ||∇||=2.402357e+01 | Tr=0.4195]
 17%|█▋        | 69/400 [06:01<17:52,  3.24s/it, CE=1.308753e+00 H=1.308626e+00 dV_dx=0.000000e+00 dV_dθ=-1.263268e-04 ||∇||=2.402357e+01 | Tr=0.4195]
 17%|█▋        | 69/400 [06:04<17:52,  3.24s/it, CE=1.287531e+00 H=1.287411e+00 dV_dx=0.000000e+00 dV_dθ=-1.194154e-04 ||∇||=2.279804e+01 | Tr=0.4327]
 18%|█▊        | 70/400 [06:04<18:17,  3.33s/it, CE=1.287531e+00 H=1.287411e+00 dV_dx=0.000000e+00 dV_dθ=-1.194154e-04 ||∇||=2.279804e+01 | Tr=0.4327]
 18%|█▊        | 70/400 [06:08<18:17,  3.33s/it, CE=1.305486e+00 H=1.305347e+00 dV_dx=0.000000e+00 dV_dθ=-1.389783e-04 ||∇||=2.683359e+01 | Tr=0.4183]
 18%|█▊        | 71/400 [06:08<18:16,  3.33s/it, CE=1.305486e+00 H=1.305347e+00 dV_dx=0.000000e+00 dV_dθ=-1.389783e-04 ||∇||=2.683359e+01 | Tr=0.4183]
 18%|█▊        | 71/400 [06:11<18:16,  3.33s/it, CE=1.307928e+00 H=1.307794e+00 dV_dx=0.000000e+00 dV_dθ=-1.343158e-04 ||∇||=2.591813e+01 | Tr=0.4183]
 18%|█▊        | 72/400 [06:11<17:40,  3.23s/it, CE=1.307928e+00 H=1.307794e+00 dV_dx=0.000000e+00 dV_dθ=-1.343158e-04 ||∇||=2.591813e+01 | Tr=0.4183]
 18%|█▊        | 72/400 [06:15<17:40,  3.23s/it, CE=1.268718e+00 H=1.268604e+00 dV_dx=0.000000e+00 dV_dθ=-1.133187e-04 ||∇||=2.177244e+01 | Tr=0.4447]
 18%|█▊        | 73/400 [06:15<19:22,  3.56s/it, CE=1.268718e+00 H=1.268604e+00 dV_dx=0.000000e+00 dV_dθ=-1.133187e-04 ||∇||=2.177244e+01 | Tr=0.4447]
 18%|█▊        | 73/400 [06:19<19:22,  3.56s/it, CE=1.298024e+00 H=1.297879e+00 dV_dx=0.000000e+00 dV_dθ=-1.445250e-04 ||∇||=2.835966e+01 | Tr=0.4243]
 18%|█▊        | 74/400 [06:19<19:36,  3.61s/it, CE=1.298024e+00 H=1.297879e+00 dV_dx=0.000000e+00 dV_dθ=-1.445250e-04 ||∇||=2.835966e+01 | Tr=0.4243]
 18%|█▊        | 74/400 [06:23<19:36,  3.61s/it, CE=1.308208e+00 H=1.308068e+00 dV_dx=0.000000e+00 dV_dθ=-1.401666e-04 ||∇||=2.739505e+01 | Tr=0.4195]
 19%|█▉        | 75/400 [06:23<19:43,  3.64s/it, CE=1.308208e+00 H=1.308068e+00 dV_dx=0.000000e+00 dV_dθ=-1.401666e-04 ||∇||=2.739505e+01 | Tr=0.4195]
 19%|█▉        | 75/400 [06:27<19:43,  3.64s/it, CE=1.270073e+00 H=1.269941e+00 dV_dx=0.000000e+00 dV_dθ=-1.320335e-04 ||∇||=2.591326e+01 | Tr=0.4519 Te/Cur=0.3945 Te/Exp=0.3750]
 19%|█▉        | 76/400 [06:27<20:48,  3.85s/it, CE=1.270073e+00 H=1.269941e+00 dV_dx=0.000000e+00 dV_dθ=-1.320335e-04 ||∇||=2.591326e+01 | Tr=0.4519 Te/Cur=0.3945 Te/Exp=0.3750]
 19%|█▉        | 76/400 [06:31<20:48,  3.85s/it, CE=1.307695e+00 H=1.307547e+00 dV_dx=0.000000e+00 dV_dθ=-1.479375e-04 ||∇||=2.924237e+01 | Tr=0.4207]                            
 19%|█▉        | 77/400 [06:31<20:43,  3.85s/it, CE=1.307695e+00 H=1.307547e+00 dV_dx=0.000000e+00 dV_dθ=-1.479375e-04 ||∇||=2.924237e+01 | Tr=0.4207]
 19%|█▉        | 77/400 [06:35<20:43,  3.85s/it, CE=1.255883e+00 H=1.255769e+00 dV_dx=0.000000e+00 dV_dθ=-1.138625e-04 ||∇||=2.216538e+01 | Tr=0.4399]
 20%|█▉        | 78/400 [06:35<20:39,  3.85s/it, CE=1.255883e+00 H=1.255769e+00 dV_dx=0.000000e+00 dV_dθ=-1.138625e-04 ||∇||=2.216538e+01 | Tr=0.4399]
 20%|█▉        | 78/400 [06:38<20:39,  3.85s/it, CE=1.275817e+00 H=1.275676e+00 dV_dx=0.000000e+00 dV_dθ=-1.406113e-04 ||∇||=2.816573e+01 | Tr=0.4363]
 20%|█▉        | 79/400 [06:38<20:10,  3.77s/it, CE=1.275817e+00 H=1.275676e+00 dV_dx=0.000000e+00 dV_dθ=-1.406113e-04 ||∇||=2.816573e+01 | Tr=0.4363]
 20%|█▉        | 79/400 [06:42<20:10,  3.77s/it, CE=1.306660e+00 H=1.306508e+00 dV_dx=0.000000e+00 dV_dθ=-1.517289e-04 ||∇||=3.013242e+01 | Tr=0.4267]
 20%|██        | 80/400 [06:42<19:45,  3.71s/it, CE=1.306660e+00 H=1.306508e+00 dV_dx=0.000000e+00 dV_dθ=-1.517289e-04 ||∇||=3.013242e+01 | Tr=0.4267]
 20%|██        | 80/400 [06:46<19:45,  3.71s/it, CE=1.237927e+00 H=1.237818e+00 dV_dx=0.000000e+00 dV_dθ=-1.085790e-04 ||∇||=2.136702e+01 | Tr=0.4591]
 20%|██        | 81/400 [06:46<21:02,  3.96s/it, CE=1.237927e+00 H=1.237818e+00 dV_dx=0.000000e+00 dV_dθ=-1.085790e-04 ||∇||=2.136702e+01 | Tr=0.4591]
 20%|██        | 81/400 [06:50<21:02,  3.96s/it, CE=1.279906e+00 H=1.279757e+00 dV_dx=0.000000e+00 dV_dθ=-1.491598e-04 ||∇||=3.021823e+01 | Tr=0.4303]
 20%|██        | 82/400 [06:50<20:56,  3.95s/it, CE=1.279906e+00 H=1.279757e+00 dV_dx=0.000000e+00 dV_dθ=-1.491598e-04 ||∇||=3.021823e+01 | Tr=0.4303]
 20%|██        | 82/400 [06:55<20:56,  3.95s/it, CE=1.293472e+00 H=1.293325e+00 dV_dx=0.000000e+00 dV_dθ=-1.461805e-04 ||∇||=2.928851e+01 | Tr=0.4351]
 21%|██        | 83/400 [06:55<21:29,  4.07s/it, CE=1.293472e+00 H=1.293325e+00 dV_dx=0.000000e+00 dV_dθ=-1.461805e-04 ||∇||=2.928851e+01 | Tr=0.4351]
