JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]

Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/sine_noise_condition3_arch_no_transfer.json
Problem type: regression
Dataset: sine
Tasks: 5
AWB enabled: True

Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2/sine_noise_condition3_arch_no_transfer_run2


############################################################
# Run ID: 2
############################################################

============================================================
Task 0
============================================================
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]

  0%|          | 0/500 [00:00<?, ?it/s]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]
  0%|          | 2/500 [00:07<27:29,  3.31s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]  
  0%|          | 2/500 [00:08<27:29,  3.31s/it, MSE=2.659422e-01 H=2.170556e-01 dV_dx=1.016268e-06 dV_dθ=-4.888760e-02 ||∇||=1.678849e+00 | Tr=0.2581]
  1%|          | 3/500 [00:08<16:06,  1.95s/it, MSE=2.659422e-01 H=2.170556e-01 dV_dx=1.016268e-06 dV_dθ=-4.888760e-02 ||∇||=1.678849e+00 | Tr=0.2581]
  1%|          | 3/500 [00:08<16:06,  1.95s/it, MSE=2.430000e-01 H=1.992626e-01 dV_dx=5.543643e-07 dV_dθ=-4.373797e-02 ||∇||=1.587950e+00 | Tr=0.2357]
  1%|          | 4/500 [00:08<10:33,  1.28s/it, MSE=2.430000e-01 H=1.992626e-01 dV_dx=5.543643e-07 dV_dθ=-4.373797e-02 ||∇||=1.587950e+00 | Tr=0.2357]
  1%|          | 4/500 [00:08<10:33,  1.28s/it, MSE=2.216296e-01 H=1.826694e-01 dV_dx=-5.829915e-07 dV_dθ=-3.895966e-02 ||∇||=1.498687e+00 | Tr=0.2149]
  1%|          | 5/500 [00:08<07:38,  1.08it/s, MSE=2.216296e-01 H=1.826694e-01 dV_dx=-5.829915e-07 dV_dθ=-3.895966e-02 ||∇||=1.498687e+00 | Tr=0.2149]
  1%|          | 5/500 [00:09<07:38,  1.08it/s, MSE=2.018334e-01 H=1.672756e-01 dV_dx=-4.487505e-07 dV_dθ=-3.455735e-02 ||∇||=1.411465e+00 | Tr=0.1956]
  1%|          | 6/500 [00:09<05:38,  1.46it/s, MSE=2.018334e-01 H=1.672756e-01 dV_dx=-4.487505e-07 dV_dθ=-3.455735e-02 ||∇||=1.411465e+00 | Tr=0.1956]
  1%|          | 6/500 [00:09<05:38,  1.46it/s, MSE=1.835941e-01 H=1.530652e-01 dV_dx=1.019413e-06 dV_dθ=-3.052989e-02 ||∇||=1.326660e+00 | Tr=0.1779] 
  1%|▏         | 7/500 [00:09<04:23,  1.87it/s, MSE=1.835941e-01 H=1.530652e-01 dV_dx=1.019413e-06 dV_dθ=-3.052989e-02 ||∇||=1.326660e+00 | Tr=0.1779]
  1%|▏         | 7/500 [00:09<04:23,  1.87it/s, MSE=1.668744e-01 H=1.400043e-01 dV_dx=2.583071e-07 dV_dθ=-2.687027e-02 ||∇||=1.244605e+00 | Tr=0.1617]
  2%|▏         | 8/500 [00:09<03:43,  2.20it/s, MSE=1.668744e-01 H=1.400043e-01 dV_dx=2.583071e-07 dV_dθ=-2.687027e-02 ||∇||=1.244605e+00 | Tr=0.1617]
  2%|▏         | 8/500 [00:09<03:43,  2.20it/s, MSE=1.516198e-01 H=1.280552e-01 dV_dx=7.241152e-07 dV_dθ=-2.356529e-02 ||∇||=1.165550e+00 | Tr=0.1469]
  2%|▏         | 9/500 [00:09<03:04,  2.66it/s, MSE=1.516198e-01 H=1.280552e-01 dV_dx=7.241152e-07 dV_dθ=-2.356529e-02 ||∇||=1.165550e+00 | Tr=0.1469]
  2%|▏         | 9/500 [00:10<03:04,  2.66it/s, MSE=1.377626e-01 H=1.171661e-01 dV_dx=8.111360e-08 dV_dθ=-2.059662e-02 ||∇||=1.089665e+00 | Tr=0.1335]
  2%|▏         | 10/500 [00:10<02:51,  2.86it/s, MSE=1.377626e-01 H=1.171661e-01 dV_dx=8.111360e-08 dV_dθ=-2.059662e-02 ||∇||=1.089665e+00 | Tr=0.1335]
  2%|▏         | 10/500 [00:10<02:51,  2.86it/s, MSE=1.252260e-01 H=1.072843e-01 dV_dx=7.904556e-07 dV_dθ=-1.794251e-02 ||∇||=1.017039e+00 | Tr=0.1214]
  2%|▏         | 11/500 [00:10<02:33,  3.19it/s, MSE=1.252260e-01 H=1.072843e-01 dV_dx=7.904556e-07 dV_dθ=-1.794251e-02 ||∇||=1.017039e+00 | Tr=0.1214]
  2%|▏         | 11/500 [00:10<02:33,  3.19it/s, MSE=1.139277e-01 H=9.834932e-02 dV_dx=8.213770e-07 dV_dθ=-1.557923e-02 ||∇||=9.477011e-01 | Tr=0.1105]
  2%|▏         | 12/500 [00:10<02:16,  3.56it/s, MSE=1.139277e-01 H=9.834932e-02 dV_dx=8.213770e-07 dV_dθ=-1.557923e-02 ||∇||=9.477011e-01 | Tr=0.1105]
  2%|▏         | 12/500 [00:10<02:16,  3.56it/s, MSE=1.037833e-01 H=9.030048e-02 dV_dx=-4.451366e-07 dV_dθ=-1.348242e-02 ||∇||=8.816290e-01 | Tr=0.1008]
  3%|▎         | 13/500 [00:10<02:16,  3.57it/s, MSE=1.037833e-01 H=9.030048e-02 dV_dx=-4.451366e-07 dV_dθ=-1.348242e-02 ||∇||=8.816290e-01 | Tr=0.1008]
  3%|▎         | 13/500 [00:11<02:16,  3.57it/s, MSE=9.470914e-02 H=8.308114e-02 dV_dx=1.674376e-07 dV_dθ=-1.162817e-02 ||∇||=8.187712e-01 | Tr=0.0920] 
  3%|▎         | 14/500 [00:11<02:13,  3.64it/s, MSE=9.470914e-02 H=8.308114e-02 dV_dx=1.674376e-07 dV_dθ=-1.162817e-02 ||∇||=8.187712e-01 | Tr=0.0920]
  3%|▎         | 14/500 [00:11<02:13,  3.64it/s, MSE=8.662355e-02 H=7.662980e-02 dV_dx=-2.279921e-08 dV_dθ=-9.993729e-03 ||∇||=7.590624e-01 | Tr=0.0843]
  3%|▎         | 15/500 [00:11<02:11,  3.69it/s, MSE=8.662355e-02 H=7.662980e-02 dV_dx=-2.279921e-08 dV_dθ=-9.993729e-03 ||∇||=7.590624e-01 | Tr=0.0843]
  6%|▋         | 32/500 [00:15<02:05,  3.74it/s, MSE=3.671585e-02 H=3.620775e-02 dV_dx=-1.244692e-07 dV_dθ=-5.079822e-04 ||∇||=1.719085e-01 | Tr=0.0366]
  6%|▋         | 32/500 [00:16<02:05,  3.74it/s, MSE=3.618023e-02 H=3.575006e-02 dV_dx=-1.520080e-07 dV_dθ=-4.300155e-04 ||∇||=1.583076e-01 | Tr=0.0361]
  7%|▋         | 33/500 [00:16<02:03,  3.79it/s, MSE=3.618023e-02 H=3.575006e-02 dV_dx=-1.520080e-07 dV_dθ=-4.300155e-04 ||∇||=1.583076e-01 | Tr=0.0361]
  7%|▋         | 33/500 [00:16<02:03,  3.79it/s, MSE=3.572246e-02 H=3.535561e-02 dV_dx=8.601219e-08 dV_dθ=-3.669357e-04 ||∇||=1.463808e-01 | Tr=0.0357] 
  7%|▋         | 34/500 [00:16<01:46,  4.38it/s, MSE=3.572246e-02 H=3.535561e-02 dV_dx=8.601219e-08 dV_dθ=-3.669357e-04 ||∇||=1.463808e-01 | Tr=0.0357]
  7%|▋         | 34/500 [00:16<01:46,  4.38it/s, MSE=3.532890e-02 H=3.501294e-02 dV_dx=7.236417e-08 dV_dθ=-3.160378e-04 ||∇||=1.359962e-01 | Tr=0.0353]
  7%|▋         | 35/500 [00:16<01:47,  4.32it/s, MSE=3.532890e-02 H=3.501294e-02 dV_dx=7.236417e-08 dV_dθ=-3.160378e-04 ||∇||=1.359962e-01 | Tr=0.0353]
  7%|▋         | 35/500 [00:16<01:47,  4.32it/s, MSE=3.498808e-02 H=3.471315e-02 dV_dx=1.139940e-07 dV_dθ=-2.750429e-04 ||∇||=1.270154e-01 | Tr=0.0350]
  7%|▋         | 36/500 [00:16<01:51,  4.15it/s, MSE=3.498808e-02 H=3.471315e-02 dV_dx=1.139940e-07 dV_dθ=-2.750429e-04 ||∇||=1.270154e-01 | Tr=0.0350]
  7%|▋         | 36/500 [00:16<01:51,  4.15it/s, MSE=3.469047e-02 H=3.444810e-02 dV_dx=-3.213439e-07 dV_dθ=-2.420468e-04 ||∇||=1.192961e-01 | Tr=0.0347]
  7%|▋         | 37/500 [00:16<01:53,  4.09it/s, MSE=3.469047e-02 H=3.444810e-02 dV_dx=-3.213439e-07 dV_dθ=-2.420468e-04 ||∇||=1.192961e-01 | Tr=0.0347]
  7%|▋         | 37/500 [00:17<01:53,  4.09it/s, MSE=3.442819e-02 H=3.421266e-02 dV_dx=-5.089013e-08 dV_dθ=-2.154727e-04 ||∇||=1.126951e-01 | Tr=0.0344]
  8%|▊         | 38/500 [00:17<02:08,  3.61it/s, MSE=3.442819e-02 H=3.421266e-02 dV_dx=-5.089013e-08 dV_dθ=-2.154727e-04 ||∇||=1.126951e-01 | Tr=0.0344]
  8%|▊         | 38/500 [00:17<02:08,  3.61it/s, MSE=3.419481e-02 H=3.400066e-02 dV_dx=-1.185692e-07 dV_dθ=-1.940266e-04 ||∇||=1.070713e-01 | Tr=0.0342]
  8%|▊         | 39/500 [00:17<02:02,  3.78it/s, MSE=3.419481e-02 H=3.400066e-02 dV_dx=-1.185692e-07 dV_dθ=-1.940266e-04 ||∇||=1.070713e-01 | Tr=0.0342]
  8%|▊         | 39/500 [00:17<02:02,  3.78it/s, MSE=3.398512e-02 H=3.380819e-02 dV_dx=-2.701591e-07 dV_dθ=-1.766566e-04 ||∇||=1.022900e-01 | Tr=0.0340]
  8%|▊         | 40/500 [00:17<01:58,  3.88it/s, MSE=3.398512e-02 H=3.380819e-02 dV_dx=-2.701591e-07 dV_dθ=-1.766566e-04 ||∇||=1.022900e-01 | Tr=0.0340]
  8%|▊         | 40/500 [00:18<01:58,  3.88it/s, MSE=3.379490e-02 H=3.363251e-02 dV_dx=1.211821e-07 dV_dθ=-1.625146e-04 ||∇||=9.822569e-02 | Tr=0.0338] 
  8%|▊         | 41/500 [00:18<01:59,  3.85it/s, MSE=3.379490e-02 H=3.363251e-02 dV_dx=1.211821e-07 dV_dθ=-1.625146e-04 ||∇||=9.822569e-02 | Tr=0.0338]
  8%|▊         | 41/500 [00:18<01:59,  3.85it/s, MSE=3.362081e-02 H=3.347016e-02 dV_dx=2.690195e-07 dV_dθ=-1.509213e-04 ||∇||=9.476418e-02 | Tr=0.0337]
  8%|▊         | 42/500 [00:18<01:46,  4.28it/s, MSE=3.362081e-02 H=3.347016e-02 dV_dx=2.690195e-07 dV_dθ=-1.509213e-04 ||∇||=9.476418e-02 | Tr=0.0337]
  8%|▊         | 42/500 [00:18<01:46,  4.28it/s, MSE=3.346016e-02 H=3.331907e-02 dV_dx=2.540168e-07 dV_dθ=-1.413362e-04 ||∇||=9.180401e-02 | Tr=0.0335]
  9%|▊         | 43/500 [00:18<01:49,  4.18it/s, MSE=3.346016e-02 H=3.331907e-02 dV_dx=2.540168e-07 dV_dθ=-1.413362e-04 ||∇||=9.180401e-02 | Tr=0.0335]
  9%|▊         | 43/500 [00:18<01:49,  4.18it/s, MSE=3.331081e-02 H=3.317703e-02 dV_dx=-4.560509e-07 dV_dθ=-1.333306e-04 ||∇||=8.925664e-02 | Tr=0.0334]
  9%|▉         | 44/500 [00:18<01:53,  4.02it/s, MSE=3.331081e-02 H=3.317703e-02 dV_dx=-4.560509e-07 dV_dθ=-1.333306e-04 ||∇||=8.925664e-02 | Tr=0.0334]
  9%|▉         | 44/500 [00:19<01:53,  4.02it/s, MSE=3.317110e-02 H=3.304465e-02 dV_dx=1.161543e-07 dV_dθ=-1.265657e-04 ||∇||=8.704609e-02 | Tr=0.0332] 
  9%|▉         | 45/500 [00:19<01:54,  3.97it/s, MSE=3.317110e-02 H=3.304465e-02 dV_dx=1.161543e-07 dV_dθ=-1.265657e-04 ||∇||=8.704609e-02 | Tr=0.0332]
  9%|▉         | 45/500 [00:19<01:54,  3.97it/s, MSE=3.303968e-02 H=3.291917e-02 dV_dx=2.690924e-07 dV_dθ=-1.207744e-04 ||∇||=8.510809e-02 | Tr=0.0331]
  9%|▉         | 46/500 [00:19<01:52,  4.04it/s, MSE=3.303968e-02 H=3.291917e-02 dV_dx=2.690924e-07 dV_dθ=-1.207744e-04 ||∇||=8.510809e-02 | Tr=0.0331]
  9%|▉         | 46/500 [00:19<01:52,  4.04it/s, MSE=3.291548e-02 H=3.279911e-02 dV_dx=-6.232408e-07 dV_dθ=-1.157469e-04 ||∇||=8.338894e-02 | Tr=0.0330]
  9%|▉         | 47/500 [00:19<01:52,  4.03it/s, MSE=3.291548e-02 H=3.279911e-02 dV_dx=-6.232408e-07 dV_dθ=-1.157469e-04 ||∇||=8.338894e-02 | Tr=0.0330]
  9%|▉         | 47/500 [00:19<01:52,  4.03it/s, MSE=3.279766e-02 H=3.268603e-02 dV_dx=-3.143573e-07 dV_dθ=-1.113182e-04 ||∇||=8.184432e-02 | Tr=0.0328]
 10%|▉         | 48/500 [00:19<01:55,  3.90it/s, MSE=3.279766e-02 H=3.268603e-02 dV_dx=-3.143573e-07 dV_dθ=-1.113182e-04 ||∇||=8.184432e-02 | Tr=0.0328]
 10%|▉         | 48/500 [00:20<01:55,  3.90it/s, MSE=3.268555e-02 H=3.257806e-02 dV_dx=-1.323488e-07 dV_dθ=-1.073592e-04 ||∇||=8.043795e-02 | Tr=0.0327]
 10%|▉         | 49/500 [00:20<01:58,  3.82it/s, MSE=3.268555e-02 H=3.257806e-02 dV_dx=-1.323488e-07 dV_dθ=-1.073592e-04 ||∇||=8.043795e-02 | Tr=0.0327]
 10%|▉         | 49/500 [00:20<01:58,  3.82it/s, MSE=3.257859e-02 H=3.247476e-02 dV_dx=-6.346121e-08 dV_dθ=-1.037692e-04 ||∇||=7.914044e-02 | Tr=0.0326]
 10%|█         | 50/500 [00:20<01:58,  3.80it/s, MSE=3.257859e-02 H=3.247476e-02 dV_dx=-6.346121e-08 dV_dθ=-1.037692e-04 ||∇||=7.914044e-02 | Tr=0.0326]
 10%|█         | 50/500 [00:21<01:58,  3.80it/s, MSE=3.247634e-02 H=3.237582e-02 dV_dx=-4.716846e-08 dV_dθ=-1.004695e-04 ||∇||=7.792816e-02 | Tr=0.0325 Te/Cur=0.0325 Te/Exp=0.0325]
 10%|█         | 51/500 [00:21<04:12,  1.78it/s, MSE=3.247634e-02 H=3.237582e-02 dV_dx=-4.716846e-08 dV_dθ=-1.004695e-04 ||∇||=7.792816e-02 | Tr=0.0325 Te/Cur=0.0325 Te/Exp=0.0325]
 10%|█         | 51/500 [00:21<04:12,  1.78it/s, MSE=3.237842e-02 H=3.228069e-02 dV_dx=-3.312029e-07 dV_dθ=-9.739937e-05 ||∇||=7.678228e-02 | Tr=0.0324]                            
 10%|█         | 52/500 [00:21<03:27,  2.16it/s, MSE=3.237842e-02 H=3.228069e-02 dV_dx=-3.312029e-07 dV_dθ=-9.739937e-05 ||∇||=7.678228e-02 | Tr=0.0324]
 10%|█         | 52/500 [00:22<03:27,  2.16it/s, MSE=3.228452e-02 H=3.219018e-02 dV_dx=1.667410e-07 dV_dθ=-9.451156e-05 ||∇||=7.568792e-02 | Tr=0.0323] 
 11%|█         | 53/500 [00:22<02:56,  2.53it/s, MSE=3.228452e-02 H=3.219018e-02 dV_dx=1.667410e-07 dV_dθ=-9.451156e-05 ||∇||=7.568792e-02 | Tr=0.0323]
 11%|█         | 53/500 [00:22<02:56,  2.53it/s, MSE=3.219438e-02 H=3.210243e-02 dV_dx=-1.822957e-07 dV_dθ=-9.176994e-05 ||∇||=7.463341e-02 | Tr=0.0322]
 11%|█         | 54/500 [00:22<02:33,  2.90it/s, MSE=3.219438e-02 H=3.210243e-02 dV_dx=-1.822957e-07 dV_dθ=-9.176994e-05 ||∇||=7.463341e-02 | Tr=0.0322]
 11%|█         | 54/500 [00:22<02:33,  2.90it/s, MSE=3.210776e-02 H=3.201880e-02 dV_dx=1.910588e-07 dV_dθ=-8.914687e-05 ||∇||=7.360971e-02 | Tr=0.0322] 
 11%|█         | 55/500 [00:22<02:07,  3.49it/s, MSE=3.210776e-02 H=3.201880e-02 dV_dx=1.910588e-07 dV_dθ=-8.914687e-05 ||∇||=7.360971e-02 | Tr=0.0322]
 11%|█         | 55/500 [00:22<02:07,  3.49it/s, MSE=3.202446e-02 H=3.193811e-02 dV_dx=2.719152e-07 dV_dθ=-8.662136e-05 ||∇||=7.260987e-02 | Tr=0.0321]
 11%|█         | 56/500 [00:22<02:02,  3.63it/s, MSE=3.202446e-02 H=3.193811e-02 dV_dx=2.719152e-07 dV_dθ=-8.662136e-05 ||∇||=7.260987e-02 | Tr=0.0321]
 11%|█         | 56/500 [00:22<02:02,  3.63it/s, MSE=3.194429e-02 H=3.186025e-02 dV_dx=1.394188e-07 dV_dθ=-8.417756e-05 ||∇||=7.162858e-02 | Tr=0.0320]
 11%|█▏        | 57/500 [00:22<01:51,  3.98it/s, MSE=3.194429e-02 H=3.186025e-02 dV_dx=1.394188e-07 dV_dθ=-8.417756e-05 ||∇||=7.162858e-02 | Tr=0.0320]
 11%|█▏        | 57/500 [00:23<01:51,  3.98it/s, MSE=3.186708e-02 H=3.178540e-02 dV_dx=1.261475e-07 dV_dθ=-8.180360e-05 ||∇||=7.066184e-02 | Tr=0.0319]
 12%|█▏        | 58/500 [00:23<02:05,  3.53it/s, MSE=3.186708e-02 H=3.178540e-02 dV_dx=1.261475e-07 dV_dθ=-8.180360e-05 ||∇||=7.066184e-02 | Tr=0.0319]
 12%|█▏        | 58/500 [00:23<02:05,  3.53it/s, MSE=3.179269e-02 H=3.171300e-02 dV_dx=-1.903419e-07 dV_dθ=-7.949066e-05 ||∇||=6.970667e-02 | Tr=0.0318]
 12%|█▏        | 59/500 [00:23<02:08,  3.44it/s, MSE=3.179269e-02 H=3.171300e-02 dV_dx=-1.903419e-07 dV_dθ=-7.949066e-05 ||∇||=6.970667e-02 | Tr=0.0318]
 12%|█▏        | 59/500 [00:23<02:08,  3.44it/s, MSE=3.172096e-02 H=3.164357e-02 dV_dx=-1.574884e-07 dV_dθ=-7.723234e-05 ||∇||=6.876093e-02 | Tr=0.0318]
 12%|█▏        | 60/500 [00:23<02:04,  3.54it/s, MSE=3.172096e-02 H=3.164357e-02 dV_dx=-1.574884e-07 dV_dθ=-7.723234e-05 ||∇||=6.876093e-02 | Tr=0.0318]
 12%|█▏        | 60/500 [00:24<02:04,  3.54it/s, MSE=3.165178e-02 H=3.157725e-02 dV_dx=5.024484e-07 dV_dθ=-7.502410e-05 ||∇||=6.782315e-02 | Tr=0.0317] 
 12%|█▏        | 61/500 [00:24<02:04,  3.53it/s, MSE=3.165178e-02 H=3.157725e-02 dV_dx=5.024484e-07 dV_dθ=-7.502410e-05 ||∇||=6.782315e-02 | Tr=0.0317]
 12%|█▏        | 61/500 [00:24<02:04,  3.53it/s, MSE=3.158500e-02 H=3.151233e-02 dV_dx=1.877074e-07 dV_dθ=-7.286287e-05 ||∇||=6.689238e-02 | Tr=0.0316]
 12%|█▏        | 62/500 [00:24<01:59,  3.65it/s, MSE=3.158500e-02 H=3.151233e-02 dV_dx=1.877074e-07 dV_dθ=-7.286287e-05 ||∇||=6.689238e-02 | Tr=0.0316]
 12%|█▏        | 62/500 [00:24<01:59,  3.65it/s, MSE=3.152053e-02 H=3.144950e-02 dV_dx=-2.858178e-07 dV_dθ=-7.074677e-05 ||∇||=6.596814e-02 | Tr=0.0316]
 13%|█▎        | 63/500 [00:24<01:51,  3.90it/s, MSE=3.152053e-02 H=3.144950e-02 dV_dx=-2.858178e-07 dV_dθ=-7.074677e-05 ||∇||=6.596814e-02 | Tr=0.0316]
 13%|█▎        | 63/500 [00:24<01:51,  3.90it/s, MSE=3.145825e-02 H=3.138925e-02 dV_dx=-3.284922e-07 dV_dθ=-6.867474e-05 ||∇||=6.505027e-02 | Tr=0.0315]
 13%|█▎        | 64/500 [00:24<01:51,  3.90it/s, MSE=3.145825e-02 H=3.138925e-02 dV_dx=-3.284922e-07 dV_dθ=-6.867474e-05 ||∇||=6.505027e-02 | Tr=0.0315]
 13%|█▎        | 64/500 [00:25<01:51,  3.90it/s, MSE=3.139805e-02 H=3.133097e-02 dV_dx=-4.332688e-07 dV_dθ=-6.664635e-05 ||∇||=6.413890e-02 | Tr=0.0314]
 13%|█▎        | 65/500 [00:25<01:54,  3.79it/s, MSE=3.139805e-02 H=3.133097e-02 dV_dx=-4.332688e-07 dV_dθ=-6.664635e-05 ||∇||=6.413890e-02 | Tr=0.0314]
 13%|█▎        | 65/500 [00:25<01:54,  3.79it/s, MSE=3.133984e-02 H=3.127506e-02 dV_dx=-1.193474e-07 dV_dθ=-6.466152e-05 ||∇||=6.323429e-02 | Tr=0.0314]
 13%|█▎        | 66/500 [00:25<01:56,  3.72it/s, MSE=3.133984e-02 H=3.127506e-02 dV_dx=-1.193474e-07 dV_dθ=-6.466152e-05 ||∇||=6.323429e-02 | Tr=0.0314]
 13%|█▎        | 66/500 [00:25<01:56,  3.72it/s, MSE=3.128352e-02 H=3.122071e-02 dV_dx=-9.281402e-08 dV_dθ=-6.272039e-05 ||∇||=6.233682e-02 | Tr=0.0313]
 13%|█▎        | 67/500 [00:25<01:55,  3.73it/s, MSE=3.128352e-02 H=3.122071e-02 dV_dx=-9.281402e-08 dV_dθ=-6.272039e-05 ||∇||=6.233682e-02 | Tr=0.0313]
 13%|█▎        | 67/500 [00:25<01:55,  3.73it/s, MSE=3.122901e-02 H=3.116815e-02 dV_dx=-4.123423e-08 dV_dθ=-6.082312e-05 ||∇||=6.144692e-02 | Tr=0.0313]
 14%|█▎        | 68/500 [00:25<01:53,  3.80it/s, MSE=3.122901e-02 H=3.116815e-02 dV_dx=-4.123423e-08 dV_dθ=-6.082312e-05 ||∇||=6.144692e-02 | Tr=0.0313]
 14%|█▎        | 68/500 [00:26<01:53,  3.80it/s, MSE=3.117621e-02 H=3.111757e-02 dV_dx=3.253590e-07 dV_dθ=-5.896988e-05 ||∇||=6.056501e-02 | Tr=0.0312] 
 14%|█▍        | 69/500 [00:26<02:00,  3.57it/s, MSE=3.117621e-02 H=3.111757e-02 dV_dx=3.253590e-07 dV_dθ=-5.896988e-05 ||∇||=6.056501e-02 | Tr=0.0312]
 14%|█▍        | 69/500 [00:26<02:00,  3.57it/s, MSE=3.112505e-02 H=3.106748e-02 dV_dx=-4.126996e-07 dV_dθ=-5.716078e-05 ||∇||=5.969151e-02 | Tr=0.0312]
 14%|█▍        | 70/500 [00:26<01:59,  3.60it/s, MSE=3.112505e-02 H=3.106748e-02 dV_dx=-4.126996e-07 dV_dθ=-5.716078e-05 ||∇||=5.969151e-02 | Tr=0.0312]
 14%|█▍        | 70/500 [00:26<01:59,  3.60it/s, MSE=3.107545e-02 H=3.101983e-02 dV_dx=-2.219194e-07 dV_dθ=-5.539581e-05 ||∇||=5.882683e-02 | Tr=0.0311]
 14%|█▍        | 71/500 [00:26<01:53,  3.77it/s, MSE=3.107545e-02 H=3.101983e-02 dV_dx=-2.219194e-07 dV_dθ=-5.539581e-05 ||∇||=5.882683e-02 | Tr=0.0311]
 14%|█▍        | 71/500 [00:26<01:53,  3.77it/s, MSE=3.102732e-02 H=3.097349e-02 dV_dx=-1.530452e-07 dV_dθ=-5.367493e-05 ||∇||=5.797133e-02 | Tr=0.0311]
 14%|█▍        | 72/500 [00:26<01:56,  3.68it/s, MSE=3.102732e-02 H=3.097349e-02 dV_dx=-1.530452e-07 dV_dθ=-5.367493e-05 ||∇||=5.797133e-02 | Tr=0.0311]
 14%|█▍        | 72/500 [00:27<01:56,  3.68it/s, MSE=3.098060e-02 H=3.092901e-02 dV_dx=4.024666e-07 dV_dθ=-5.199801e-05 ||∇||=5.712537e-02 | Tr=0.0310] 
 15%|█▍        | 73/500 [00:27<01:46,  4.00it/s, MSE=3.098060e-02 H=3.092901e-02 dV_dx=4.024666e-07 dV_dθ=-5.199801e-05 ||∇||=5.712537e-02 | Tr=0.0310]
 15%|█▍        | 73/500 [00:27<01:46,  4.00it/s, MSE=3.093521e-02 H=3.088480e-02 dV_dx=-4.703989e-08 dV_dθ=-5.036486e-05 ||∇||=5.628930e-02 | Tr=0.0310]
 15%|█▍        | 74/500 [00:27<01:47,  3.96it/s, MSE=3.093521e-02 H=3.088480e-02 dV_dx=-4.703989e-08 dV_dθ=-5.036486e-05 ||∇||=5.628930e-02 | Tr=0.0310]
 15%|█▍        | 74/500 [00:27<01:47,  3.96it/s, MSE=3.089109e-02 H=3.084259e-02 dV_dx=2.683672e-07 dV_dθ=-4.877524e-05 ||∇||=5.546343e-02 | Tr=0.0309] 
 15%|█▌        | 75/500 [00:27<01:48,  3.91it/s, MSE=3.089109e-02 H=3.084259e-02 dV_dx=2.683672e-07 dV_dθ=-4.877524e-05 ||∇||=5.546343e-02 | Tr=0.0309]
 15%|█▌        | 75/500 [00:27<01:48,  3.91it/s, MSE=3.084817e-02 H=3.080124e-02 dV_dx=2.993636e-07 dV_dθ=-4.722884e-05 ||∇||=5.464807e-02 | Tr=0.0309]
 15%|█▌        | 76/500 [00:27<01:49,  3.85it/s, MSE=3.084817e-02 H=3.080124e-02 dV_dx=2.993636e-07 dV_dθ=-4.722884e-05 ||∇||=5.464807e-02 | Tr=0.0309]
 15%|█▌        | 76/500 [00:28<01:49,  3.85it/s, MSE=3.080638e-02 H=3.076107e-02 dV_dx=4.166090e-07 dV_dθ=-4.572528e-05 ||∇||=5.384350e-02 | Tr=0.0309]
 15%|█▌        | 77/500 [00:28<01:45,  4.00it/s, MSE=3.080638e-02 H=3.076107e-02 dV_dx=4.166090e-07 dV_dθ=-4.572528e-05 ||∇||=5.384350e-02 | Tr=0.0309]
 15%|█▌        | 77/500 [00:28<01:45,  4.00it/s, MSE=3.076565e-02 H=3.072144e-02 dV_dx=5.466435e-08 dV_dθ=-4.426413e-05 ||∇||=5.304997e-02 | Tr=0.0308]
 16%|█▌        | 78/500 [00:28<01:46,  3.95it/s, MSE=3.076565e-02 H=3.072144e-02 dV_dx=5.466435e-08 dV_dθ=-4.426413e-05 ||∇||=5.304997e-02 | Tr=0.0308]
 16%|█▌        | 78/500 [00:28<01:46,  3.95it/s, MSE=3.072593e-02 H=3.068284e-02 dV_dx=-2.496594e-07 dV_dθ=-4.284491e-05 ||∇||=5.226771e-02 | Tr=0.0308]
 16%|█▌        | 79/500 [00:28<01:47,  3.91it/s, MSE=3.072593e-02 H=3.068284e-02 dV_dx=-2.496594e-07 dV_dθ=-4.284491e-05 ||∇||=5.226771e-02 | Tr=0.0308]
 16%|█▌        | 79/500 [00:28<01:47,  3.91it/s, MSE=3.068716e-02 H=3.064574e-02 dV_dx=4.870530e-08 dV_dθ=-4.146707e-05 ||∇||=5.149693e-02 | Tr=0.0307] 
